epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,111.493,0.04617,1.70262,1.25257,0.63741,0.00603,0.00728,0.00191,0.08143,3.83756,3.66405,0.0649545,0.0037045,0.0037045
2,207.923,0.04896,1.43493,1.3143,0.08985,0.20276,0.07742,0.0287,0.06173,8.3815,2.16312,0.0290973,0.00722228,0.00722228
3,307.483,0.04766,1.34657,1.29143,0.45368,0.20908,0.16772,0.05911,0.06678,7.49797,2.16753,0.00892904,0.00892904,0.00892904
4,390.686,0.0467,1.27786,1.25306,0.53999,0.39945,0.34777,0.149,0.054,3.08729,1.73462,0.00861356,0.00861356,0.00861356
5,470.663,0.04394,1.15933,1.2059,0.58919,0.37781,0.40911,0.1815,0.04762,2.65099,1.43847,0.00829808,0.00829808,0.00829808
6,569.444,0.04329,1.13714,1.19445,0.72617,0.47721,0.56858,0.26084,0.05025,1.35586,1.50237,0.0079826,0.0079826,0.0079826
7,660.675,0.04311,1.05284,1.18006,0.7567,0.47136,0.52375,0.23755,0.04993,1.58177,1.47073,0.00766712,0.00766712,0.00766712
8,752.054,0.04247,1.03513,1.16439,0.7669,0.55169,0.64464,0.31779,0.04352,1.15986,1.3307,0.00735164,0.00735164,0.00735164
9,842.644,0.04182,0.98575,1.15276,0.69953,0.59569,0.6412,0.3224,0.04479,1.13811,1.34649,0.00703616,0.00703616,0.00703616
10,931.753,0.04092,0.97912,1.1292,0.69644,0.67274,0.7285,0.37978,0.0424,0.88701,1.28052,0.00672068,0.00672068,0.00672068
11,1025.14,0.04072,0.94797,1.12098,0.62265,0.69707,0.71648,0.36846,0.04348,0.90449,1.30981,0.0064052,0.0064052,0.0064052
12,1113.6,0.04005,0.92745,1.11414,0.66942,0.69914,0.73563,0.38249,0.04048,0.86952,1.22761,0.00608972,0.00608972,0.00608972
13,1200.9,0.03982,0.89376,1.10274,0.59759,0.6483,0.7044,0.37615,0.04168,0.8704,1.27417,0.00577424,0.00577424,0.00577424
14,1300.31,0.0392,0.87068,1.09018,0.79197,0.70943,0.75998,0.41156,0.04052,0.81405,1.23026,0.00545876,0.00545876,0.00545876
15,1386.91,0.03902,0.86207,1.08217,0.78786,0.64066,0.74488,0.36708,0.04435,0.8723,1.32513,0.00514328,0.00514328,0.00514328
16,1466.92,0.03871,0.85977,1.08165,0.63788,0.81098,0.80016,0.40572,0.04033,0.76436,1.20927,0.0048278,0.0048278,0.0048278
17,1552.97,0.03807,0.84622,1.07471,0.7338,0.75767,0.81122,0.44029,0.04036,0.78318,1.24068,0.00451232,0.00451232,0.00451232
18,1636.37,0.03846,0.83236,1.09004,0.85772,0.72256,0.78558,0.4018,0.04125,0.74766,1.23668,0.00419684,0.00419684,0.00419684
19,1720.98,0.03801,0.80116,1.07119,0.76667,0.74169,0.78429,0.42648,0.03967,0.74694,1.20781,0.00388136,0.00388136,0.00388136
20,1801.76,0.03735,0.79266,1.06563,0.79396,0.76254,0.83361,0.43385,0.04036,0.73194,1.21859,0.00356588,0.00356588,0.00356588
21,1938.21,0.0364,0.73626,1.05934,0.85643,0.68643,0.8007,0.44011,0.0396,0.69659,1.2092,0.0032504,0.0032504,0.0032504
22,2021.4,0.03638,0.70843,1.05997,0.81119,0.76512,0.81902,0.41747,0.04046,0.72327,1.22494,0.00293492,0.00293492,0.00293492
23,2104.39,0.03624,0.69979,1.05646,0.85031,0.7502,0.83749,0.4551,0.03896,0.68533,1.19047,0.00261944,0.00261944,0.00261944
24,2179.22,0.03573,0.67527,1.03665,0.80952,0.80971,0.83237,0.44418,0.03906,0.69328,1.19545,0.00230396,0.00230396,0.00230396
25,2255.44,0.03526,0.66546,1.0304,0.83206,0.75847,0.81618,0.45727,0.03868,0.68741,1.17168,0.00198848,0.00198848,0.00198848
26,2339.87,0.03524,0.66134,1.02504,0.88829,0.78261,0.8546,0.4642,0.03785,0.66614,1.1678,0.001673,0.001673,0.001673
27,2413.79,0.03446,0.64007,1.01012,0.77025,0.80757,0.84283,0.46346,0.03822,0.6525,1.18216,0.00135752,0.00135752,0.00135752
28,2487.55,0.03396,0.61861,1.00673,0.88459,0.75953,0.85357,0.4647,0.03849,0.63766,1.18036,0.00104204,0.00104204,0.00104204
29,2569.76,0.03397,0.60969,1.0039,0.88866,0.77958,0.85187,0.4753,0.03778,0.63554,1.16178,0.00072656,0.00072656,0.00072656
30,2648.15,0.03346,0.59857,0.99103,0.84489,0.80413,0.87623,0.47859,0.03791,0.62698,1.16329,0.00041108,0.00041108,0.00041108
