epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,107.304,0.04552,1.65667,1.35684,0.06501,0.2841,0.05379,0.02336,0.08299,3.54758,4.28389,0.0648111,0.00356113,0.00356113
2,192.924,0.04734,1.38011,1.39848,0.10595,0.27574,0.09045,0.03164,0.06536,6.00869,2.41886,0.0288178,0.00694276,0.00694276
3,291.127,0.0479,1.36507,1.4338,0.56691,0.27018,0.24257,0.10438,0.05714,4.35162,2.11864,0.00858346,0.00858346,0.00858346
4,373.009,0.04573,1.23756,1.36113,0.60144,0.28205,0.29657,0.13564,0.05527,2.75273,1.85242,0.00828019,0.00828019,0.00828019
5,454.209,0.04421,1.17982,1.3163,0.61581,0.43122,0.44561,0.20651,0.05014,2.5522,1.64115,0.00797692,0.00797692,0.00797692
6,547.927,0.0429,1.09363,1.28289,0.72786,0.55773,0.59425,0.29923,0.04422,1.18256,1.46435,0.00767365,0.00767365,0.00767365
7,635.682,0.04213,1.06833,1.28362,0.70406,0.49908,0.56746,0.27511,0.04574,1.23953,1.50101,0.00737038,0.00737038,0.00737038
8,723.048,0.0424,1.02977,1.26972,0.53533,0.61611,0.6507,0.31774,0.04335,1.07846,1.43241,0.00706711,0.00706711,0.00706711
9,814.637,0.04086,0.98862,1.23439,0.70046,0.57526,0.62639,0.29888,0.04622,1.02271,1.48252,0.00676384,0.00676384,0.00676384
10,902.483,0.04076,0.96499,1.22272,0.80284,0.57428,0.66353,0.34583,0.04163,0.97304,1.39094,0.00646057,0.00646057,0.00646057
11,986.978,0.04043,0.93602,1.22409,0.73122,0.69882,0.76349,0.37132,0.04415,0.91854,1.4298,0.0061573,0.0061573,0.0061573
12,1075.51,0.03948,0.89907,1.2012,0.83112,0.61533,0.76584,0.39767,0.04179,0.83731,1.36786,0.00585403,0.00585403,0.00585403
13,1161.14,0.03909,0.88476,1.19358,0.67624,0.64415,0.71251,0.36795,0.04169,0.92636,1.39071,0.00555076,0.00555076,0.00555076
14,1240.4,0.03996,0.91317,1.21227,0.7479,0.67588,0.75716,0.38736,0.04111,0.86315,1.37835,0.00524749,0.00524749,0.00524749
15,1332.81,0.03831,0.854,1.18337,0.75308,0.64837,0.72589,0.38122,0.04148,0.82277,1.36339,0.00494422,0.00494422,0.00494422
16,1415.09,0.03868,0.85201,1.18257,0.75639,0.74435,0.8034,0.43703,0.03891,0.76584,1.30805,0.00464095,0.00464095,0.00464095
17,1507.41,0.03785,0.83042,1.16249,0.79328,0.71361,0.80182,0.44038,0.03855,0.74025,1.29906,0.00433768,0.00433768,0.00433768
18,1601.31,0.03737,0.7968,1.1617,0.78412,0.72731,0.78732,0.42886,0.03895,0.75149,1.30308,0.00403441,0.00403441,0.00403441
19,1699.33,0.03745,0.79997,1.16374,0.85813,0.69252,0.81787,0.4462,0.03966,0.74907,1.30548,0.00373114,0.00373114,0.00373114
20,1778.42,0.03705,0.77818,1.15296,0.86763,0.72224,0.80958,0.45452,0.03733,0.71116,1.2554,0.00342787,0.00342787,0.00342787
21,1903.94,0.03583,0.71343,1.1404,0.74576,0.72302,0.76524,0.41469,0.03905,0.74083,1.28634,0.0031246,0.0031246,0.0031246
22,1986.51,0.03597,0.69664,1.14234,0.74511,0.7765,0.81757,0.43275,0.04003,0.71204,1.32506,0.00282133,0.00282133,0.00282133
23,2070.03,0.03582,0.69352,1.14016,0.84492,0.74267,0.8383,0.45134,0.0393,0.6991,1.28563,0.00251806,0.00251806,0.00251806
24,2142.85,0.03511,0.67393,1.12012,0.7799,0.72253,0.80255,0.45895,0.03877,0.69236,1.29602,0.00221479,0.00221479,0.00221479
25,2213.87,0.03494,0.65757,1.1188,0.85295,0.7495,0.85128,0.46563,0.03885,0.6794,1.2845,0.00191152,0.00191152,0.00191152
26,2297.45,0.03461,0.65158,1.10772,0.8034,0.76669,0.85306,0.47163,0.03687,0.66317,1.24831,0.00160825,0.00160825,0.00160825
27,2375.84,0.034,0.62931,1.09398,0.82801,0.81449,0.8749,0.48765,0.03769,0.6447,1.26347,0.00130498,0.00130498,0.00130498
28,2451.61,0.03361,0.61298,1.09095,0.87254,0.78525,0.85881,0.4895,0.03696,0.64383,1.24015,0.00100171,0.00100171,0.00100171
29,2533.17,0.03345,0.60228,1.08414,0.84794,0.79978,0.86469,0.49609,0.03668,0.62646,1.24722,0.00069844,0.00069844,0.00069844
30,2610.68,0.03277,0.59184,1.06761,0.88172,0.80963,0.88742,0.50489,0.03689,0.62273,1.24053,0.00039517,0.00039517,0.00039517
