epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,102.188,0.04624,2.04926,1.8155,0.01567,0.04703,0.00574,0.00128,0.08707,7.8889,9.66346,0.0698165,0.00369628,0.00369628
2,202.682,0.04798,1.61777,1.87821,0.09884,0.23245,0.07778,0.02602,0.06294,12.5862,3.69674,0.0389004,0.00720637,0.00720637
3,304.489,0.04689,1.48803,1.85192,0.15296,0.30626,0.13322,0.0476,0.05985,15.4796,2.97513,0.0101903,0.0101903,0.0101903
4,387.909,0.04497,1.41965,1.81824,0.37207,0.26938,0.16596,0.06823,0.05559,6.47068,2.74291,0.00983039,0.00983039,0.00983039
5,472.841,0.04388,1.31581,1.75167,0.63985,0.3673,0.38648,0.17011,0.05065,4.20371,2.44201,0.00947052,0.00947052,0.00947052
6,573.235,0.0432,1.27474,1.75279,0.66257,0.4765,0.47756,0.23489,0.04554,2.62216,2.15267,0.00911065,0.00911065,0.00911065
7,660.448,0.04246,1.24936,1.72928,0.77866,0.59389,0.65179,0.32558,0.04405,1.22659,2.0438,0.00875078,0.00875078,0.00875078
8,752.027,0.04233,1.2072,1.72321,0.79094,0.54672,0.64303,0.31626,0.0436,1.29713,2.04093,0.00839091,0.00839091,0.00839091
9,860.827,0.04151,1.18955,1.70668,0.80383,0.57735,0.68496,0.31432,0.04586,1.26388,2.11417,0.00803104,0.00803104,0.00803104
10,942.244,0.04162,1.16596,1.70937,0.83555,0.57747,0.68818,0.35053,0.04164,1.14247,1.92375,0.00767117,0.00767117,0.00767117
11,1035.7,0.04084,1.131,1.66383,0.8022,0.63258,0.69134,0.36563,0.04178,1.1297,1.92206,0.0073113,0.0073113,0.0073113
12,1134.69,0.04036,1.10836,1.65358,0.61151,0.6304,0.64523,0.33158,0.04188,1.08432,1.93046,0.00695143,0.00695143,0.00695143
13,1224.24,0.03989,1.08983,1.64228,0.81749,0.61145,0.67042,0.34291,0.04211,1.10953,1.93432,0.00659156,0.00659156,0.00659156
14,1318.63,0.03929,1.04587,1.62192,0.67212,0.69846,0.73527,0.38651,0.04143,0.99633,1.89315,0.00623169,0.00623169,0.00623169
15,1420.4,0.03912,1.0359,1.62554,0.86332,0.65492,0.7362,0.394,0.04089,0.93187,1.87113,0.00587182,0.00587182,0.00587182
16,1510.7,0.03913,1.03183,1.61416,0.63535,0.74546,0.77995,0.39378,0.04286,0.93892,1.95838,0.00551195,0.00551195,0.00551195
17,1610.98,0.03918,1.02649,1.62053,0.66898,0.71574,0.73769,0.38082,0.04228,0.95448,1.92406,0.00515208,0.00515208,0.00515208
18,1711.71,0.03917,1.01941,1.61798,0.60846,0.74618,0.75298,0.40181,0.04013,0.92403,1.82745,0.00479221,0.00479221,0.00479221
19,1814.99,0.03884,0.99752,1.59004,0.77925,0.67392,0.77709,0.42485,0.03991,0.88876,1.82073,0.00443234,0.00443234,0.00443234
20,1917.32,0.03807,0.9708,1.59566,0.78773,0.72092,0.79276,0.42262,0.0404,0.90761,1.85656,0.00407247,0.00407247,0.00407247
21,2044.42,0.03745,0.96347,1.62139,0.74559,0.67322,0.73784,0.40232,0.03942,0.98622,1.82198,0.0037126,0.0037126,0.0037126
22,2131.34,0.03693,0.89863,1.60744,0.75001,0.75145,0.79306,0.42477,0.03964,0.89352,1.83508,0.00335273,0.00335273,0.00335273
23,2219.63,0.03691,0.8747,1.6056,0.74581,0.71873,0.78947,0.4191,0.03965,0.8778,1.81797,0.00299286,0.00299286,0.00299286
24,2301.8,0.03689,0.8624,1.58446,0.73861,0.83907,0.82732,0.43347,0.03915,0.85287,1.80925,0.00263299,0.00263299,0.00263299
25,2381.25,0.0364,0.84404,1.58437,0.84492,0.69808,0.83374,0.44702,0.0392,0.84388,1.82362,0.00227312,0.00227312,0.00227312
26,2463.18,0.03574,0.81745,1.56878,0.87648,0.69396,0.81328,0.44256,0.03996,0.83537,1.82239,0.00191325,0.00191325,0.00191325
27,2546.85,0.03557,0.81188,1.55949,0.87153,0.70389,0.83284,0.45925,0.03868,0.80652,1.78587,0.00155338,0.00155338,0.00155338
28,2620.31,0.03517,0.78413,1.55039,0.81025,0.78262,0.84255,0.46186,0.03865,0.79291,1.78318,0.00119351,0.00119351,0.00119351
29,2700.53,0.03482,0.78278,1.54908,0.87368,0.75715,0.8408,0.46875,0.03802,0.78507,1.76406,0.00083364,0.00083364,0.00083364
30,2780.69,0.03479,0.7733,1.52984,0.88014,0.71898,0.82864,0.45874,0.03844,0.78407,1.77337,0.00047377,0.00047377,0.00047377
