epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,116.06,0.04755,1.82507,1.24488,0.03953,0.36022,0.06955,0.02549,0.06747,3.49053,2.40509,0.0717994,0.00311253,0.00311253
2,214.685,0.04938,1.41284,1.27914,0.2955,0.23613,0.07833,0.02822,0.06687,20.6189,2.34707,0.042937,0.00606828,0.00606828
3,304.357,0.04712,1.30937,1.25264,0.60971,0.28137,0.25751,0.10511,0.05566,2.89633,1.77796,0.0138659,0.00881541,0.00881541
4,385.036,0.04602,1.24866,1.23701,0.49295,0.3203,0.25383,0.10993,0.05069,5.05789,1.66377,0.00895648,0.00895648,0.00895648
5,477.175,0.04539,1.19338,1.20942,0.57697,0.32518,0.33016,0.14067,0.05363,3.188,1.6736,0.00862864,0.00862864,0.00862864
6,576.873,0.04387,1.11921,1.19471,0.72015,0.44419,0.48792,0.22054,0.04824,2.06386,1.4702,0.00830079,0.00830079,0.00830079
7,670.38,0.04287,1.109,1.17676,0.73397,0.54451,0.60247,0.28769,0.04613,1.48109,1.42285,0.00797295,0.00797295,0.00797295
8,754.371,0.0426,1.04667,1.14959,0.66059,0.38619,0.38736,0.17264,0.05263,2.46195,1.59382,0.00764511,0.00764511,0.00764511
9,846.065,0.04215,1.03335,1.15768,0.60029,0.5962,0.63043,0.33142,0.04289,1.16744,1.29291,0.00731727,0.00731727,0.00731727
10,946.717,0.04187,0.9988,1.1359,0.82251,0.59734,0.67205,0.34148,0.04353,1.05508,1.33183,0.00698943,0.00698943,0.00698943
11,1035.18,0.04162,0.97673,1.1263,0.84738,0.59737,0.716,0.36282,0.04258,0.94498,1.31499,0.00666159,0.00666159,0.00666159
12,1124.39,0.04131,0.96948,1.12912,0.85701,0.62912,0.69859,0.36867,0.04148,0.89432,1.27051,0.00633375,0.00633375,0.00633375
13,1216.36,0.0407,0.93798,1.11173,0.75405,0.74211,0.77248,0.40795,0.0406,0.88794,1.25504,0.00600591,0.00600591,0.00600591
14,1313.83,0.03993,0.91856,1.09472,0.65931,0.67939,0.72233,0.379,0.04202,0.87861,1.28892,0.00567807,0.00567807,0.00567807
15,1406.66,0.03988,0.89624,1.10168,0.77141,0.68551,0.72645,0.37999,0.04186,0.90501,1.28531,0.00535022,0.00535022,0.00535022
16,1485.71,0.03963,0.8931,1.09326,0.66037,0.70294,0.722,0.3596,0.04369,0.82991,1.30861,0.00502238,0.00502238,0.00502238
17,1582.54,0.03978,0.88209,1.10458,0.73958,0.7443,0.80269,0.41711,0.04064,0.79982,1.2461,0.00469454,0.00469454,0.00469454
18,1677.03,0.03912,0.86625,1.0817,0.78585,0.68167,0.76066,0.40915,0.04117,0.8101,1.25071,0.0043667,0.0043667,0.0043667
19,1763,0.03914,0.86461,1.07376,0.82515,0.77278,0.84917,0.43105,0.04078,0.7781,1.24737,0.00403886,0.00403886,0.00403886
20,1854.89,0.03881,0.86211,1.08478,0.82666,0.72867,0.80694,0.42998,0.04081,0.76714,1.25146,0.00371102,0.00371102,0.00371102
21,1987.22,0.03782,0.79374,1.08972,0.86528,0.69309,0.78339,0.4164,0.04064,0.79922,1.24401,0.00338318,0.00338318,0.00338318
22,2072.61,0.03743,0.75818,1.08587,0.74507,0.70893,0.78465,0.42502,0.04019,0.74756,1.24508,0.00305534,0.00305534,0.00305534
23,2156.56,0.03721,0.74942,1.07629,0.80373,0.76036,0.83496,0.46405,0.03928,0.73503,1.20866,0.0027275,0.0027275,0.0027275
24,2235.72,0.03656,0.72225,1.05414,0.85335,0.74879,0.84674,0.45979,0.03897,0.70643,1.21107,0.00239966,0.00239966,0.00239966
25,2320.57,0.03618,0.71699,1.05572,0.88831,0.7102,0.82978,0.4572,0.03918,0.69804,1.21235,0.00207181,0.00207181,0.00207181
26,2408.84,0.03596,0.6958,1.05222,0.88779,0.73183,0.83795,0.46388,0.03875,0.69262,1.1979,0.00174397,0.00174397,0.00174397
27,2491.7,0.03589,0.68634,1.04212,0.82175,0.76445,0.86691,0.47243,0.03856,0.6829,1.19211,0.00141613,0.00141613,0.00141613
28,2567.36,0.03537,0.66886,1.03901,0.75543,0.84347,0.86668,0.48073,0.03796,0.65971,1.18251,0.00108829,0.00108829,0.00108829
29,2656.65,0.03501,0.66505,1.03568,0.77448,0.78902,0.85745,0.47526,0.03822,0.65914,1.18823,0.00076045,0.00076045,0.00076045
30,2736.93,0.03495,0.66062,1.02666,0.75352,0.81485,0.85853,0.4789,0.03774,0.66001,1.18047,0.000432609,0.000432609,0.000432609
